artist,mini,kb,volume,surface_area,bbox_x,bbox_y,bbox_z,bbox_area,mass,euler_number,scale,weight,base_mm
1,2200,53147.93359375,10587.261724541837,36580.7116256871,44.73519325256348,44.398847579956055,50.50286865234375,100308.34453890624,10587.261724541837,1290,80.76530767531474,6.701174,30.0
1,2280,24674.203125,6107.492956054759,14859.925066068376,38.22944259643555,28.497716903686523,49.59193420410156,54028.023595826045,6107.492956054759,7961,68.79658485754042,5.141721,25.0
1,1716,26079.4765625,1769.337725305893,6030.329978573005,25.96792221069336,24.790756225585938,18.15060317981988,11684.712695878998,1769.337725305893,1052,40.22883262000449,1.7258326,25.0
1,1566,137978.5,63748.6599949421,146357.553297679,83.4262504577637,56.3649578094482,88.619570617564,416717.321179934,63748.6599949421,-11377,134.128207438793,62.456463,50.0
0,11,4467.66015625,698.063147737433,3040.86538282184,20.5692005157471,13.8234996795654,19.1851997375488,5455.0877833676,698.063147737433,581,31.3409164227468,0.53155524,30.0
0,2116,4588.0703125,844.4559167839158,3610.626849359825,26.10930061340332,13.805100440979004,28.19510078430176,10162.684910270878,844.4559167839158,399,40.831851353367696,0.7249788,
0,2115,20591.1953125,12494.153312437054,27990.72531443248,60.52879905700684,23.654199600219727,47.15520095825195,67514.94440912014,12494.153312437054,3264,80.29240095690048,11.66883,50.0
0,15,5921.95703125,4489.089795347473,12112.116750213429,33.0,23.7564001083374,25.433799743652344,19939.112258522637,4489.089795347473,1330,47.96086650080066,3.8333492,30.0
0,0,4873.51953125,1146.5568944094382,4646.368119034721,25.91639995574951,21.36270046234131,25.977100372314453,14382.073274144135,1146.5568944094382,572,42.45979865076365,0.93761194,30.0
1,301,26418.34375,3300.568051392417,7824.663148101202,29.714998245239254,30.12672233581543,20.82393348682672,18641.90805635465,3300.568051392417,1219,47.16181427042089,3.3676734,25.0
1,1711,23422.73828125,2991.340333007686,8219.034506726979,28.59001350402832,28.544103622436523,25.468130950815976,20783.938278660626,2991.340333007686,1402,47.75751687322977,2.9067056,25.0
1,1710,56645.1015625,4334.440306152175,17176.003846385833,34.573304176330566,27.70619106292725,37.70345962513238,36115.93928984919,4334.440306152175,3529,58.17643210603839,4.1380506,25.0
1,274,54715.90234375,29318.349068891803,45779.46165976895,54.11005973815918,46.48301315307617,48.702341918833554,122496.063113065,29318.349068891803,3961,86.37411177566563,29.963604,50.0
1,257,34200.228515625,1200.795844132091,5352.48549938693,23.4246129989624,17.84716033935547,39.27353179920465,16418.803615564593,1200.795844132091,1251,49.08812408630992,1.1059176,75.0
0,1452,30595.39453125,7353.881309489186,19888.41430185716,39.01188659667969,24.711938858032227,42.41945297718047,40894.87053235713,7353.881309489186,3809,62.70579884539024,7.0630183,30.0
0,1454,31104.0859375,7694.420418341849,21627.615594940777,37.22824096679688,35.435625076293945,41.78469510078429,55122.62003173376,7694.420418341849,4203,66.23885713608797,7.4252167,30.0
0,1744,32586.21484375,6323.233551498271,18309.50471882351,35.78180503845215,29.7936954498291,43.25958301953125,46117.83892553788,6323.233551498271,3737,63.556222224033135,6.1645436,58.0
0,1969,28054.96484375,3479.907048869764,12222.656420102072,31.735520362854004,32.961252212524414,46.8965950012207,49055.83104397779,3479.907048869764,2240,65.52005817173307,3.2463892,30.0
0,1745,11802.5234375,14663.65464287849,29486.07868362506,43.00267028808594,58.7839241027832,43.89698874950409,110965.69247549633,14663.65464287849,2482,85.0395496583895,14.948215,58.0
0,1875,2179.4765625,309.8250314332304,1128.571417763316,13.82651662826538,12.02977418899536,11.794374465942385,1961.756805364816,309.8250314332304,70,21.79438684966365,0.19195521,30.0
0,2018,4699.203125,2950.051676467222,8989.995498929926,47.951297760009766,13.481223583221436,18.793533325195312,12148.93239344745,2950.051676467222,394,53.237836554607945,1.1424161,
0,2018,4065.0234375,1512.4759460694531,4595.972297735154,14.483999252319336,26.56687641143799,18.66144371032715,7180.823105331678,1512.4759460694531,195,35.55045200775253,0.6253876,
0,1873,2799.30078125,827.1844673728349,2516.7158179003527,14.421084880828856,16.36178207397461,45.986209869384766,10850.659966742507,827.1844673728349,110,50.89604208509153,0.6791828,30.0
2,2274,73594.90625,18024.833187029926,17337.102329347923,34.98158073425293,44.47747611999512,58.63910949695856,91236.14608433474,18024.833187029926,1175,81.48927558438648,19.47915,50.0
2,2274,55329.8671875,12289.4723296007,6611.229490593601,29.02965450286865,35.1572208404541,55.85148132313043,57002.13210481797,12289.4723296007,412,72.09812052868209,13.354732,50.0
2,1011,47097.34765625,15292.472484624166,19359.82469180805,43.74777793884277,41.1701774597168,90.03571594227105,162163.6684276135,15292.472484624166,795,108.23715504339624,16.526766,100.0
2,1495,14859.65234375,211.39757937776184,735.8107470271405,6.067338705062866,8.476695775985718,29.814534072764214,1533.3908359751033,211.39757937776184,134,31.58438557604986,0.20603453,25.0
2,1495,59334.45703125,35251.37656625903,44892.185030198125,99.29746627807616,74.23892974853516,81.24414337147027,598910.5083582051,35251.37656625903,2432,148.22960679843158,37.93554,25.0
2,1514,65278.3046875,3571.663113528306,9982.756121293256,22.82052516937256,46.17862510681152,55.89258087147027,58900.74620885628,3571.663113528306,522,76.0080415629508,3.660735,50.0
2,1010,32777.1328125,18449.47813880832,23049.628691831327,41.7806453704834,43.51447677612305,72.54906738270074,131898.76948243708,18449.47813880832,952,94.35305609662836,19.919386,100.0
2,895,15450.9609375,9349.545616337518,12717.167980748982,78.26108932495117,29.027363777160645,121.77270019520074,276632.6394043971,9349.545616337518,489,147.6346045580434,10.105022,75.0
0,1718,21726.44921875,33250.45120036575,57587.04818489715,83.0030288696289,57.92953872680664,63.37943744659424,304749.07143256406,33250.45120036575,4549,119.42481881786462,34.275913,80.0
0,1718,17162.09375,5947.603520294812,12982.485287505871,40.1822624206543,26.930705070495605,58.82217499017713,63653.63187874337,5947.603520294812,1482,76.15724101759047,6.0707984,80.0
0,1744,8679.18359375,904.5553506627796,4125.920572908956,20.127074241638184,25.2277307510376,21.04715747833252,10686.91330578008,904.5553506627796,717,38.52947383877688,0.8052421,58.0
0,1451,9116.0,2016.5991709240675,6256.07467333505,15.027539253234863,40.23259162902832,48.19358516931533,29137.6897818683,2016.5991709240675,1040,64.55315651978394,1.9490434,30.0
0,32,9236.1171875,1476.69513240462,6387.694750297322,42.82118606567383,15.541558742523192,31.38124312162398,20884.46767784135,1476.69513240462,1170,55.31705382679766,1.338538,30.0
0,2018,3951.546875,1275.977147878756,3711.871954583733,21.170015335083008,18.79686164855957,20.193605422973636,8035.638363826315,1275.977147878756,168,34.774606498154505,0.78828186,
0,2018,2804.0859375,1871.696063947535,5783.923034959062,28.289304733276367,13.163142204284668,13.87480926513672,5166.64793215703,1871.696063947535,182,34.147670595903264,0.52148724,
0,1873,23611.80078125,10239.39256690699,29902.2417042568,37.522342681884766,31.50168228149414,41.53240203857422,49092.00183907652,10239.39256690699,1388,64.22789585526492,5.6348257,30.0
2,1511,72684.9453125,5596.943762711258,11551.45795976655,43.07246780395508,34.25334358215332,59.5094097899273,87798.75727648375,5596.943762711258,1322,81.05491276181405,5.877228,25.0
2,1011,120877.42578125,2030.4804811086224,8265.177748173062,29.447169303894043,25.650294303894043,27.91904724109918,21088.053722988745,2030.4804811086224,103,48.005693170074174,1.9513339,100.0
2,914,66486.01953125,32882.78906355046,38657.58782566003,89.87305068969727,46.83295822143555,109.06547058094291,459058.83731082914,32882.78906355046,2518,148.8817251682897,35.289597,115.0
2,1505,64271.859375,2298.4070221530064,6144.060343906824,29.888107299804688,22.98050022125244,47.957877044565976,32939.563623237605,2298.4070221530064,379,61.00295336297522,2.3570635,50.0
2,1010,26384.26171875,54557.25477786372,41751.97427857845,84.27005004882812,60.84685134887695,157.6366070555523,808292.2971946434,54557.25477786372,1198,188.820233392216,59.43056,100.0
0,14,29202.23046875,5335.316126427093,17474.48227169135,41.60350036621094,26.9040002822876,37.59629821777344,42081.55861142165,5335.316126427093,2773,62.19451835644681,4.652623,30.0
0,2276,2252.42578125,154.31014129103818,681.7284283620336,11.05810022354126,10.860100269317629,10.900699615478516,1309.0876599285243,154.31014129103818,118,18.948578060646383,0.12439671,30.0
0,2116,4391.0,500.20846113727646,2374.334366334921,23.356499671936035,12.419099807739258,28.039100646972656,8133.209412043785,500.20846113727646,462,38.548038627805695,0.42498285,
0,2116,4051.25390625,415.6751928109448,1828.7915997039104,20.526400566101078,13.255000114440918,19.76469993591309,5377.528997550046,415.6751928109448,326,31.427241555544548,0.34550056,
0,2114,2282.50390625,252.2046587089194,971.6150233599816,9.261499881744385,12.023799896240234,16.541400909423828,1842.0242916474583,252.2046587089194,138,22.4491667562666,0.2066044,50.0
0,10,5721.078125,4186.168292495542,11490.9939140329,32.401498794555664,23.956000328063965,24.58889961242676,19086.15753215944,4186.168292495542,1273,47.2055193807016,3.604572,30.0
0,2113,13183.1875,17072.826111735296,39226.66498888098,58.48469924926758,41.27370071411133,43.96860122680664,106134.92594964606,17072.826111735296,3502,84.00723963300577,15.797029,50.0
0,1906,18533.7734375,8713.377655265067,22393.19100877085,38.889699935913086,33.91520023345947,65.45790100097656,86335.82684534941,8713.377655265067,2156,83.35098302620466,8.101099,60.0
1,2289,48003.5,77130.2889276319,115316.29386950504,76.24644470214844,56.47112846374512,91.01899993885309,391902.58087419474,77130.2889276319,8271,131.4799111254473,78.84293,75.0
1,120,60078.890625,19651.977065757103,50091.76079845037,55.08068084716797,39.16715431213379,48.9949177550152,105699.35859242278,19651.977065757103,7857,83.47723848642083,19.184334,75.0
1,119,52586.01953125,5825.872481848461,18226.146646993995,55.75425910949707,26.331177711486816,42.732230071909726,62734.13168693811,5825.872481848461,2479,75.01940959139483,5.560468,75.0
1,2112,116168.5390625,34768.85085488121,71956.36018779514,47.81964302062988,55.1551570892334,78.70111358631402,207574.18100454952,34768.85085488121,12788,107.3437231135775,34.96782,50.0
2,1010,15130.453125,5167.017168461844,4194.621031201905,19.120830535888672,27.53018093109131,54.56727493274957,28724.20938871373,5167.017168461844,304,64.03986661500066,5.5803123,100.0
2,1010,15645.58984375,6138.1949604528645,6046.698534657482,23.34638023376465,29.16117763519287,46.82504165638238,31878.860203668828,6138.1949604528645,607,59.90001900845053,6.5488305,100.0
0,1718,17814.2421875,6079.507253763223,13921.142267169613,45.58111953735352,25.795875549316406,58.12331427335738,68341.67697032548,6079.507253763223,1952,78.23928243378641,6.1319003,80.0
0,1718,28422.4453125,3609.014935932104,11602.24063099199,23.28039121627808,32.675167083740234,36.66699261665343,27892.239281894625,3609.014935932104,2452,54.35173876411882,3.45425,80.0
0,1718,75020.6875,47593.839608063965,116311.58144189711,88.84026336669922,68.95792007446289,88.23587721132208,540554.1410512334,47593.839608063965,17721,142.94529430279263,47.265022,80.0
0,1744,8389.4375,14600.634678251325,30633.39465557014,44.00200271606445,58.66189956665039,43.85884183645248,113210.24357041872,14600.634678251325,2853,85.44584665756011,14.697427,58.0
0,1969,28550.765625,3811.4931564643302,13839.162244590383,31.735955238342285,33.658830642700195,46.89658786058425,50094.7073596137,3811.4931564643302,2577,65.87395303220794,3.5336154,30.0
0,1756,32285.140625,15155.737611503488,28083.140394970444,56.03927230834961,31.51328468322754,24.52350260019301,43308.05292962398,15155.737611503488,12063,68.8105321310421,14.831763,
0,32,36438.94921875,8375.199338029612,25185.641213049366,50.42680549621582,28.071105003356934,54.58113903999328,77261.57553216771,8375.199338029612,4562,79.4351961511127,8.123277,30.0
0,1746,30879.37890625,6628.612657241654,20580.57113568747,37.744009017944336,36.040894508361816,40.17275662422179,54648.11954027663,6628.612657241654,4136,65.85899079471598,6.3173814,58.0
0,245,8800.9609375,23858.744221440407,22437.441081980243,52.76364326477051,70.37210083007812,59.15721893310547,219655.98481599757,23858.744221440407,494,105.99910932507883,25.84645,75.0
0,245,3828.59765625,1373.864552350092,4069.441831596677,15.194050788879396,20.517168045043945,42.39450454711914,13216.01593038436,1373.864552350092,150,49.48845703554844,0.9771033,75.0
0,245,2179.4765625,387.53804466282855,1326.6012125451166,15.00544786453247,12.968111038208008,12.167953491210938,2367.790227537021,387.53804466282855,72,23.267884770188434,0.2754327,75.0
0,1877,4091.09765625,1066.3251813771974,3651.552400977972,24.5756573677063,14.594082832336426,22.525352478027344,8078.924432839144,1066.3251813771974,212,36.3915057813134,0.52309275,30.0
2,1520,63876.25390625,1955.3792807629789,4258.257516365618,28.60643100738525,28.037736892700195,54.30595672596246,43556.61317027619,1955.3792807629789,309,67.4802157744526,2.0363297,115.0
2,914,49393.63671875,38553.55361763548,50300.753325929865,101.04522323608398,70.15718841552734,87.99583709705621,623806.7803035682,38553.55361763548,1252,151.24627457102375,41.84058,115.0
2,914,67132.50390625,41996.60453923486,57927.45076230705,86.90085220336914,76.42696380615234,81.93395507801324,544169.9575984731,41996.60453923486,2408,141.79566955667096,45.332214,115.0
2,896,48547.25,25919.224680667816,37344.643794004856,76.12494277954102,66.33769607543945,62.953089599497616,317910.1636931133,25919.224680667816,1885,118.99070688044569,27.7169,75.0
2,1495,14859.65234375,211.39757937776184,735.8107470271405,6.067338705062866,8.476695775985718,29.814534072764214,1533.3908359751033,211.39757937776184,134,31.58438557604986,0.20603453,25.0
2,1010,25659.9453125,6568.77703033465,7374.283424896746,25.92332172393799,31.183289527893063,47.85412490833551,38684.05175189701,6568.77703033465,658,62.72506218192037,7.021004,100.0
2,895,15423.12890625,7657.246822813706,9930.474037621723,47.04908180236816,26.16024875640869,122.74045074451716,151070.87180205673,7657.246822813706,471,134.02683672462896,8.26069,75.0
1,2169,193540.0234375,51048.0577249482,144631.72817962,71.061014175415,64.9103012084961,97.04509246815,447629.401078195,51048.0577249482,5272,136.677594765082,49.69676,75.0
1,1566,55397.34765625,28126.908940817,67615.7933607248,52.901350021362305,65.397590637207,64.221621398814,222182.459310913,28126.908940817,5385,105.829175326689,28.235369,50.0
0,2114,13888.0703125,17971.817173949774,42805.58326965688,58.35319900512695,41.70149993896485,43.94850158691406,106944.98363052832,17971.817173949774,4002,84.11647711968459,16.642576,50.0
0,18,27871.2734375,3522.955241611354,11556.124556212586,32.7755012512207,23.12469959259033,41.29930114746094,31301.7158469557,3522.955241611354,2021,57.57271479429284,3.2481875,60.0
0,2113,4378.98828125,659.2458635133421,2828.5664411825014,18.191500663757324,11.259099960327148,23.487499237060547,4810.707818117411,659.2458635133421,517,31.770436709731293,0.49558526,50.0
1,2288,44886.99609375,52026.93236601567,88462.84550453367,74.07120132446289,55.85680389404297,60.55395782459527,250534.76833278555,52026.93236601567,6742,110.78495933622736,52.906734,75.0
1,117,242802.9140625,89704.6821842497,251331.86947081384,116.72002029418944,53.73975944519043,122.50732696522029,768427.9205302532,89704.6821842497,23790,177.53751728259107,89.3693,75.0
1,118,53291.9765625,9390.987662827252,19231.171937927986,38.718658447265625,25.513453483581543,49.27850234974176,48679.6054955039,9390.987662827252,2855,67.6641826555852,9.290782,75.0
1,257,33179.0859375,6442.316323623015,18425.415501876072,32.527854919433594,29.478549003601078,55.47387207020074,53192.45167831277,6442.316323623015,2620,70.7417605059305,6.192974,75.0
1,120,91248.12890625,50195.08434616264,122875.8469762767,92.6857795715332,62.6764087677002,69.26128662098199,402353.4840328262,50195.08434616264,11252,131.5906979052566,50.433968,75.0
1,119,51249.203125,4182.650217982685,8011.838878798447,20.61622142791748,40.26327705383301,29.224146728403863,24258.28138160147,4182.650217982685,1573,53.85360542323901,4.2580543,75.0
0,1455,30635.62890625,7409.423502728978,20491.630075968445,37.767499923706055,40.77470016479492,39.08449935913086,60188.506434259456,7409.423502728978,3654,67.94525968873741,7.29616,30.0
0,1456,16719.22265625,2092.3653064787586,8231.192042993789,27.79812431335449,22.067890167236328,32.4783863544464,19923.734708153963,2092.3653064787586,1232,48.11001010146024,1.9260672,30.0
0,1746,10045.58984375,1548.7424501344587,7123.665588002646,31.063135147094727,15.929813385009766,27.36938120126723,13543.189423150712,1548.7424501344587,1627,44.35944484535608,1.3718162,58.0
0,1362,4823.91015625,947.5599537002752,3697.047338683692,17.604841232299805,22.694987297058105,16.659788203239444,6656.279236281806,947.5599537002752,785,33.20453924096686,0.8751345,30.0
0,1875,3915.90234375,785.2002618289905,2657.167788225262,15.404517650604248,16.638123989105225,20.841602325439453,5341.750083634165,785.2002618289905,156,30.797706431102625,0.4504822,30.0
0,1874,23295.4921875,9160.775902956952,26132.043277877157,35.61585235595703,30.395665168762207,43.02387619018555,46576.25107327058,9160.775902956952,1303,63.58804386456033,6.100215,30.0
0,2018,3960.62890625,1760.465363276748,4424.801721213631,15.066092491149902,21.342723846435547,29.81553649902344,9587.22903801932,1760.465363276748,173,39.64171061977133,1.153594,
0,1338,2745.00390625,2937.5883905624887,5824.928677637146,28.8945426940918,21.19236850738525,28.965267181396484,17736.701676130335,2937.5883905624887,238,46.07600007968565,2.937176,30.0
0,1873,2048.421875,163.3428297596721,541.4778743718443,11.074491500854492,12.327145099639893,10.083440780639648,1376.5597100298653,163.3428297596721,30,19.39790314149292,0.14409897,30.0
2,1520,63876.25390625,1955.3792807629789,4258.257516365618,28.60643100738525,28.037736892700195,54.30595672596246,43556.61317027619,1955.3792807629789,309,67.4802157744526,2.03633,115.0
2,1520,55937.2890625,75145.67657270022,95999.9894492704,119.46934509277344,68.9139633178711,114.68458831775934,944210.3796792164,75145.67657270022,3479,179.3728339372688,81.40011,115.0
2,2274,26827.328125,7829.584274805251,14884.544499019958,50.76266670227051,40.6298713684082,41.85852706898004,86332.40079582518,7829.584274805251,1393,77.3289794742161,8.153582,50.0
2,1495,17019.22265625,7420.748683017273,13886.952552195462,49.87953567504883,37.92001247406006,40.46030319202691,76527.93707011448,7420.748683017273,1386,74.5850625767793,7.7846894,25.0
0,11,28579.96484375,5194.04097743674,16497.8834202004,32.5235996246338,25.8380002975464,42.6795997619629,35865.5787349653,5194.04097743674,2395,59.5561502093682,4.520812,30.0
0,14,3855.0625,421.3563827120709,1487.8075818495136,9.346199989318848,13.798500061035156,21.334999084472656,2751.437031790899,421.3563827120709,198,27.072721401979152,0.3484954,30.0
0,2114,20691.390625,13535.786726502512,30238.53660132157,66.88570022583008,25.166199684143063,46.46609878540039,78214.47376642394,13535.786726502512,3280,85.24161447072876,12.645068,50.0
0,1906,4658.67578125,616.7653057723776,2893.036396819505,21.82830047607422,17.271199703216553,26.781099319458008,10096.499529401064,616.7653057723776,651,38.62636821681329,0.5000105,60.0
1,300,26493.83203125,3207.1914019559954,7878.785257206605,27.829718589782715,28.28944969177246,21.71123779285699,17092.984473395612,3207.1914019559954,1315,45.23454484293839,3.2649941,25.0
1,298,26503.40234375,2762.9223608509747,8728.978667370848,28.156786918640137,25.43701171875,25.229267959482968,18069.820304254543,2762.9223608509747,1633,45.567117272578514,2.7377641,25.0
1,272,55380.55078125,28954.790298042517,37076.95007892184,61.61461639404297,51.53335762023926,43.4142063902691,137849.13810393834,28954.790298042517,4376,91.3063043688519,30.18592,50.0
1,2290,18969.3203125,11509.902876470056,40570.62101318193,69.75200653076172,52.33340263366699,70.66329467762262,257946.4532144286,11509.902876470056,3729,112.23826736448429,11.149339,75.0
1,118,52242.07421875,9619.705784286198,20563.859941312825,38.017578125,25.23110008239746,39.32455337513238,37721.10723857915,9619.705784286198,3404,60.23591251082755,9.551208,75.0
1,118,52858.3828125,5846.320134740812,18423.2152129382,52.161333084106445,23.67814350128174,45.35376251209527,56015.68510147773,5846.320134740812,2667,73.06451206147842,5.512367,75.0
1,120,251951.05859375,95943.27670048988,277165.6398480038,101.0386734008789,66.70608139038086,115.13136566150934,775973.1973474039,95943.27670048988,21995,167.07407391978495,94.12155,75.0
1,9,5019.90625,1929.0463193436417,5551.701975292957,24.59506225585937,23.703639030456543,20.603918914683163,12011.92973725745,1929.0463193436417,918,39.891115117261634,1.9144892,25.0
1,2202,25076.05859375,7194.250965174353,16232.93627194988,40.21612739562988,48.01397514343262,34.599159240722656,66808.76703093106,7194.250965174353,1546,71.55264168387204,6.9774294,30.0
1,2200,25076.05859375,7194.250965174353,16232.93627194988,40.21612739562988,48.01397514343262,34.599159240722656,66808.76703093106,7194.250965174353,1546,71.55264168387204,6.9774294,30.0
1,1186,70712.6796875,31890.2770110809,85281.8453249034,56.7364044189453,54.8104190826416,62.272387390025,193651.314038325,31890.2770110809,14119,100.503989262408,31.113863,25.0
0,11,3912.38671875,304.34871377306,1187.41255672397,12.8737001419067,12.9310998916626,12.2804002761841,2044.33177324424,304.34871377306,220,21.9944022581926,0.27327576,30.0
0,14,2340.70703125,155.17169363509,735.566730552391,11.3010997772217,9.88600015640259,11.7033004760742,1307.52402574511,155.17169363509,162,19.0372029799651,0.13179992,30.0
0,2116,8161.703125,418.6335492597967,2004.1298752959965,20.937600135803223,11.019700050354004,18.884899139404297,4357.238622549916,418.6335492597967,49,30.273029319049527,0.3454135,
